Id;Idade;Faixa idade;Gênero;Cor/raca/etnia;PCD;Vive no Brasil;Estado onde mora;UF onde mora;Região onde Mora;Nível de Ensino;Área de Formação;Qual sua situação atual de trabalho?;Setor;Numero de Funcionários;Cargo Atual;Nível;Faixa salarial;Quanto tempo de experiência na área de dados você tem?;Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?;Qual o número aproximado de pessoas que atuam com dados na sua empresa hoje?;Cientista de Dados/Data Scientist
nbmrx8aq9tjcflobpnbmrxp1u6ucaefx;25;25-29;Masculino;Parda;Não;1;Bahia (BA);BA;Nordeste;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Setor Imobiliário/ Construção Civil;de 11 a 50;Outras Engenharias (não inclui dev);Júnior;de R$ 2.001/mês a R$ 3.000/mês;Não tenho experiência na área de dados;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nbyz3aaqu3tp8n1tcac23wnbyz3wpgtj;29;25-29;Feminino;Amarela;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nc0otcc9eimf0q39hzyfnc0otccj5d6p;29;25-29;Masculino;Parda;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;de 101 a 500;Analista de BI/BI Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;de 5 a 6 anos;;
ncdlujsbbi43s9tncdl21pjpz1129utt;23;22-24;Feminino;Parda;Não;1;Ceará (CE);CE;Nordeste;Estudante de Graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Estagiário;Setor Público;de 11 a 50;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 1.001/mês a R$ 2.000/mês;Menos de 1 ano;Menos de 1 ano;;
nclsn3kkk6c0rdri4eonclsn7u886ej7;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Filantropia/ONG's;de 101 a 500;;;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;de 5 a 6 anos;4 - 10;0
ncoh7vkd36hbntuu3ncoh7vkfg2021pq;33;30-34;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;de 3 a 4 anos;;
ncwqaj9x5qfd580xrpsncwqaskto1t6y;38;35-39;Feminino;Amarela;Não;1;Ceará (CE);CE;Nordeste;Pós-graduação;Marketing / Publicidade / Comunicação / Jornalismo;Empreendedor ou Empregado (CNPJ);Tecnologia/Fábrica de Software;de 11 a 50;;;de R$ 3.001/mês a R$ 4.000/mês;de 7 a 10 anos;de 3 a 4 anos;1 - 3;0
ncy3mqgs2qlzn4b6sncy3mfvwjiyccir;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Menos de 1 ano;;
nd8xctzbkijdizjbh1whmnd8xctzb5oc;25;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
nddp9f048xzbpgtpy1jdnddp9nieniuj;25;25-29;Masculino;Parda;Não;1;Distrito Federal (DF);DF;Centro-oeste;Estudante de Graduação;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Área da Saúde;de 1.001 a 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
ndryq0r8b2ndz0ifclvnf66glcamchz0;24;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Área de Consultoria;de 11 a 50;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
ndyuilqngr44ccamndy24ukwqoc47p5u;24;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Setor de Energia;Acima de 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
negx8r8o3iye8h5negxtrvmgrau0n6no;35;35-39;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 25.001/mês a R$ 30.000/mês;de 3 a 4 anos;Mais de 10 anos;;
nevvocuy79jnevzc2h3rdyyycjn17bvj;31;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outra opção;Empregado (CLT);Finanças ou Bancos;de 1.001 a 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nfcxctmvhzgnemui87tqtnfcxctbt7mv;28;25-29;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Não tenho graduação formal;;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Indústria;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;Acima de R$ 40.001/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nfs28mtxcfce9bk83ynfs2fxrt1qp7kz;29;25-29;Masculino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
ng3nn8kmmxbvuqux9fang3nn8km4leyw;41;40-44;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Outra Opção;Sênior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
ng8xoyyzr1c9jngbihtch6j1aobih0i6;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Outra Opção;de 101 a 500;;;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;21 - 50;1
ngfhd84al8esmnngz9l73abyie6liz9j;21;17-21;Masculino;Parda;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Analista de Dados/Data Analyst;Júnior;de R$ 2.001/mês a R$ 3.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
ngledh6hhw810c7mngledhueqr656e07;24;22-24;Feminino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Área de Consultoria;de 11 a 50;Cientista de Dados/Data Scientist;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
ngpbdqo44u122fiz2xztwngpb8zq7it5;29;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
ngtlmef6bq6oplngtlrhzzq7utr6n7zj;23;22-24;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Analista de Dados/Data Analyst;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 3 a 4 anos;Menos de 1 ano;;
ngty0q8l14v4rwdwz4ngty0q8pwg826f;40;40-44;Masculino;Parda;Prefiro não informar;1;São Paulo (SP);SP;Sudeste;Mestrado;Química / Física;Vivo no Brasil e trabalho remoto para empresa de fora do Brasil;Entretenimento ou Esportes;de 501 a 1.000;;;Acima de R$ 40.001/mês;Mais de 10 anos;Mais de 10 anos;51 - 100;0
nh4ruxqkmteep03a15nh4ruijbh67bok;34;30-34;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Outras Engenharias;Empregado (CLT);Área de Consultoria;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nhba5xg8xi8623s0nhba5x9peh55j1ni;30;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Desempregado, buscando recolocação;;;;;;;;;
nijjyhe1feiooztehnijjy9dmidayrtt;39;35-39;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Estudante de Graduação;Outras Engenharias;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 3.001/mês a R$ 4.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
niptvwnf3h0v32zwniptvwr8yh4q2mry;21;17-21;Masculino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Somente Estudante (graduação);;;;;;;;;
njmqencsxsu00l9kjcuccnyfnjmqs1o6;23;22-24;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Estudante de Graduação;Marketing / Publicidade / Comunicação / Jornalismo;Estagiário;Entretenimento ou Esportes;de 6 a 10;;;de R$ 2.001/mês a R$ 3.000/mês;Menos de 1 ano;Menos de 1 ano;1 - 3;0
njrlwdp4u6jksa3atnjrlwd3dngd5uxz;41;40-44;Feminino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Graduação/Bacharelado;Marketing / Publicidade / Comunicação / Jornalismo;Estagiário;Tecnologia/Fábrica de Software;de 1 a 5;Analista de Dados/Data Analyst;Júnior;de R$ 1.001/mês a R$ 2.000/mês;de 1 a 2 anos;Menos de 1 ano;;
njyfv5w77cktdxg6n6qnjyfv5wwbi02c;51;50-54;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Cientista de Dados/Data Scientist;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nk22tezly3mltfxm7gtnk22qoux3v23j;33;30-34;Feminino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;de 51 a 100;Analista de Negócios/Business Analyst;Sênior;de R$ 6.001/mês a R$ 8.000/mês;de 3 a 4 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nk442mqx2xtkl3wymx4nk442j15zrkol;25;25-29;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nk4b7096cictxese9bnk4b726wctkjb2;33;30-34;Masculino;Parda;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Outra Opção;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 12.001/mês a R$ 16.000/mês;Mais de 10 anos;Mais de 10 anos;;
nk5kxytlmsics5vydnk5kqcgheim5eib;27;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO);Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nkhhszkszqh4c3nkh23nlvi60y3ymgru;36;35-39;Masculino;Branca;Não;1;Rio Grande do Sul (RS);RS;Sul;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;Acima de 3.000;;;de R$ 16.001/mês a R$ 20.000/mês;de 3 a 4 anos;de 7 a 10 anos;4 - 10;1
nkjni6amltngkw8xnnauo103qdnkjni6;35;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outra opção;Empregado (CLT);Seguros ou Previdência;Acima de 3.000;Analista de Dados/Data Analyst;Sênior;de R$ 12.001/mês a R$ 16.000/mês;de 7 a 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nkuoixijqz3l3o6vn9nkuoixv48k9d8k;27;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Tecnologia/Fábrica de Software;Acima de 3.000;;;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;de 7 a 10 anos;Acima de 300 pessoas;1
nkzo18qdsa7rwiv2nkzo18mqn4vgew0b;23;22-24;Masculino;Branca;Não;Inválido;;;;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Setor Automotivo;de 51 a 100;Cientista de Dados/Data Scientist;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nl6vtt7wktuuo2ikinl6vtgspq5lef23;26;25-29;Masculino;Branca;Não;1;Pernambuco (PE);PE;Nordeste;Pós-graduação;Outras Engenharias;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Analista de Dados/Data Analyst;Júnior;de R$ 3.001/mês a R$ 4.000/mês;de 1 a 2 anos;Menos de 1 ano;;
nlc4798yapdxudzvw6uahrnlc479ze37;30;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Mestrado;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Varejo;Acima de 3.000;Cientista de Dados/Data Scientist;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nlfexmvogm42xcdxnlfexyxc44fpfz7v;32;30-34;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 16.001/mês a R$ 20.000/mês;de 7 a 10 anos;de 1 a 2 anos;;
nm05kgfc1xqfjlwmpnm053f2oyfnvd5o;47;45-49;Masculino;Branca;Não;1;Paraná (PR);PR;Sul;Pós-graduação;Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais;Empregado (CLT);Filantropia/ONG's;de 501 a 1.000;Professor/Pesquisador;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nmdbj4xk23py9xbqawsjnmdbjft4z4vo;31;30-34;Masculino;Branca;Não;1;Santa Catarina (SC);SC;Sul;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Varejo;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 20.001/mês a R$ 25.000/mês;de 7 a 10 anos;de 7 a 10 anos;;
nmfhxvcuadrrihnmfrpp68d10v3df2yl;41;40-44;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;
nmjkd979cvdpkqeymbequvnmjkd93vvn;26;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empregado (CLT);Varejo;de 1.001 a 3.000;Analista de Dados/Data Analyst;Júnior;de R$ 6.001/mês a R$ 8.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nmlo4p4704kodyk7s0jpasg1nmlo4p47;43;40-44;Masculino;Branca;Não;Inválido;;;;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Tecnologia/Fábrica de Software;de 101 a 500;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Sênior;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;de 3 a 4 anos;;
nn1ki1p6gxb4r7241knn1k6ankycp2c4;26;25-29;Feminino;Branca;Não;1;Minas Gerais (MG);MG;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;Engenheiro de Machine Learning/ML Engineer/AI Engineer;Pleno;de R$ 12.001/mês a R$ 16.000/mês;de 4 a 6 anos;Menos de 1 ano;;
nnt1gs8ruc106ilj147nnt183tm3rrks;39;35-39;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Pós-graduação;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;Acima de 3.000;;;de R$ 8.001/mês a R$ 12.000/mês;Mais de 10 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;Acima de 300 pessoas;0
nnwn5tvt4eys7ztjlhmnnwnoo7p2u802;28;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 501 a 1.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Júnior;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Menos de 1 ano;;
nnwrjn5ccqhmdbrxzw9ennwrjnpjk57i;25;25-29;Masculino;Parda;Não;1;Goiás (GO);GO;Centro-oeste;Não tenho graduação formal;;Empregado (CLT);Varejo;de 1.001 a 3.000;Analista de BI/BI Analyst;Sênior;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nnxut8ilfqhm3fnnx9iqkf4l2fosbsck;24;22-24;Masculino;Branca;Não;1;Mato Grosso (MT);MT;Centro-oeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Finanças ou Bancos;de 501 a 1.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 1 a 2 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
noclp1ut0mlehmanoclpbrk8w53vyead;25;25-29;Feminino;Parda;Não;1;Minas Gerais (MG);MG;Sudeste;Pós-graduação;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;Cientista de Dados/Data Scientist;Júnior;de R$ 8.001/mês a R$ 12.000/mês;de 1 a 2 anos;de 5 a 6 anos;;
noqzpdk2ifu2pkvnoqzpd9qvnvamtsy5;26;25-29;Masculino;Parda;Não;1;Alagoas (AL);AL;Nordeste;Graduação/Bacharelado;Outras Engenharias;Vivo fora do Brasil e trabalho para empresa de fora do Brasil;Setor Imobiliário/ Construção Civil;de 6 a 10;Cientista de Dados/Data Scientist;Sênior;de R$ 25.001/mês a R$ 30.000/mês;de 4 a 6 anos;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
nosfqrsmxp7t4xvwt2nosfqrt0sakzos;34;30-34;Masculino;Branca;Não;1;Rio de Janeiro (RJ);RJ;Sudeste;Mestrado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Desempregado, buscando recolocação;;;;;;;;;
noxlfdn3wk6q4ntcdnoxlfdda8etr9yk;24;22-24;Masculino;Branca;Sim;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Outras Engenharias;Empreendedor ou Empregado (CNPJ);Área de Consultoria;de 11 a 50;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;de 3 a 4 anos;de 1 a 2 anos;;
np336urr9fmym8earxcwnp336url8yix;29;25-29;Masculino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Computação / Engenharia de Software / Sistemas de Informação/ TI;Empregado (CLT);Internet/Ecommerce;Acima de 3.000;Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect;Pleno;de R$ 8.001/mês a R$ 12.000/mês;de 5 a 6 anos;de 3 a 4 anos;;
nphavy6j5exw604x2panphaf7jl0wnd3;28;25-29;Masculino;Parda;Não;1;Pernambuco (PE);PE;Nordeste;Mestrado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Trabalho na área Acadêmica/Pesquisador;;;;;;;;;
npoaumk52tc854300npoaun2chio8kql;31;30-34;Feminino;Branca;Não;1;São Paulo (SP);SP;Sudeste;Graduação/Bacharelado;Economia/ Administração / Contabilidade / Finanças/ Negócios;Empregado (CLT);Varejo;Acima de 3.000;Analista de BI/BI Analyst;Pleno;de R$ 4.001/mês a R$ 6.000/mês;Menos de 1 ano;Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados;;
